상품명,상품URL,브랜드,거래량,최근거래가,모델번호,발매일,발매일로부터현재까지일,발매가,색상,색상개수,최고거래가,최고거래성사일,최저거래가,최저거래성사일,관심,스타일
(W) 나이키 샥스 R4 화이트 메탈릭 실버 2024,https://kream.co.kr/products/250821,Nike,461,157000,AR3565-101,2024/03/14,67,179000,White/White/Metallic Silver,3,297000,2024/05/17,60000,2024/05/06,3329,43
(W) 아디다스 가젤 볼드 크림 화이트 컬리지에이트 그린,https://kream.co.kr/products/163261,Adidas,6292,118000,ID7056,2023/07/27,298,139000,Cream White/Collegiate Green/Magic Beige,3,359000,2023/08/27,99000,2023/12/14,2,129
아디다스 가젤 인도어 스칼렛,https://kream.co.kr/products/73238,Adidas,4081,168000,H06261,-,,189000,Scarlet/Cloud White/Scarlet,3,700000,2023/03/14,120000,2023/08/14,1,180
뉴발란스 530 빈티지 메탈릭 실버,https://kream.co.kr/products/73058,New Balance,6316,143000,MR530VS,2022/08/12,647,139000,Vintage Metallic Silver,1,277000,2023/05/10,74000,2024/02/27,1,173
메종 미하라 야스히로 피터슨 OG 솔 캔버스 로우 스니커즈 블랙,https://kream.co.kr/products/25707,Mihara Yasuhiro,27000,327000,A01FW702-BLACK,2022/07/30,660,287100,Black,1,950000,2022/03/30,151000,2023/04/23,3,1
(W) 아디다스 삼바 OG 클라우드 화이트 헤일로 블루,https://kream.co.kr/products/231535,Adidas,1281,141000,IE0877,2023/11/18,184,135400,Cloud White/Halo Blue/Off White,3,229000,2024/05/15,115000,2024/03/14,7527,19
푸마 x 오픈 Yy 스피드캣 블랙 쉐도우 그레이,https://kream.co.kr/products/262451,Puma,1867,261000,397397-01,2024/03/23,58,159000,Black/Shadow Gray,2,375000,2024/05/12,150000,2024/03/25,8590,86
나이키 프리미어 3 TF 블랙 화이트,https://kream.co.kr/products/107079,Nike,257,63000,AT6178-010,2022/02/13,827,140100,Black/White,2,170000,2023/09/16,55000,2024/05/13,937,7
아디다스 VL 코트 2.0 크림 브라운,https://kream.co.kr/products/216830,Adidas,367,97000,ID6016,2023/08/02,292,,Cream Brown,1,184000,2024/04/17,60000,2024/02/27,6138,1
아식스 조그 100 S 블랙 - 2E 와이드,https://kream.co.kr/products/45562,Asics,10000,73000,1201A325-001,2023/03/10,437,79000,Black/Black,2,190000,2024/02/04,41000,2022/02/26,2,167
아식스 젤 벤쳐 6 캐리어 그레이,https://kream.co.kr/products/99156,Asics,7876,126000,1201A945-020,2023/02/10,465,99000,Carrier Grey/Glacier Grey,2,410000,2023/03/11,85000,2024/05/02,2,403
메종 미하라 야스히로 블레이키 OG 솔 캔버스 로우탑 스니커즈 블랙 화이트,https://kream.co.kr/products/46178,Mihara Yasuhiro,23000,413000,A08FW735-BLACK,2021/12/04,898,306200,Black,1,920000,2022/04/28,309000,2024/01/08,2,1
나이키 x 제이크루 킬샷 2 세일 미드나잇 네이비,https://kream.co.kr/products/9655,Nike,54000,98000,432997-107,2017/02/26,2640,109000,Sail/Midnight Navy-Gum Yellow,2,328000,2021/08/30,57000,2022/05/11,5,665
온 러닝 x 포스트 아카이브 팩션 (파프) 클라우드몬스터 2 문더스트 초크,https://kream.co.kr/products/272074,On Running,145,448000,3ME10331954,2024/05/03,17,279000,Moondust/Chalk,2,689000,2024/04/22,350000,2024/05/02,1741,19
조던 4 레트로 인더스트리얼 블루,https://kream.co.kr/products/277208,Jordan,1025,263000,FV5029-141,2024/04/23,27,249000,Off White/Military Blue,2,500000,2024/05/14,240000,2024/05/17,2775,183
뉴발란스 1906R 트리플 블랙,https://kream.co.kr/products/186600,New Balance,3259,219000,M1906RCH,2023/08/29,265,179000,Black/Grey,2,300000,2024/03/13,130000,2024/01/14,1,123
크록스 에코 클로그 블랙,https://kream.co.kr/products/104281,Crocs,3601,67000,207937-001,-,,94900,Black,1,200000,2023/03/14,40000,2023/11/23,4916,51
(W) 조던 1 x 트래비스 스캇 레트로 로우 OG SP 미디움 올리브,https://kream.co.kr/products/109984,Jordan,12000,1025000,DZ4137-106,2023/04/26,390,179000,Sail/University Red/Black/Medium Olive,4,2390000,2023/04/23,400000,2023/05/22,2,2
뉴발란스 574 레거시 블랙 앙고라,https://kream.co.kr/products/77702,New Balance,4541,148000,U574LGRA,2023/08/31,263,149000,Black/Angora,2,450000,2022/12/27,100000,2023/12/28,10000,101
(W) 아식스 젤 1130 크림 퓨어 실버,https://kream.co.kr/products/61862,Asics,6898,185000,1202A164-107,-,,99000,Cream/Pure Silver,2,439000,2023/06/17,72000,2022/06/02,2,167
뉴발란스 860v2 옵틱 화이트,https://kream.co.kr/products/232078,New Balance,2416,170000,ML860GB2,2024/02/01,109,159000,Optic White/Metalic Silver,2,269000,2024/02/19,122000,2024/03/27,9421,52
(W) 나이키 코르테즈 레더 화이트 블랙,https://kream.co.kr/products/273000,Nike,589,118000,DN1791-107,-,,119000,White/Black,2,159000,2024/05/11,88000,2024/04/15,2587,12
아디다스 슈퍼스타 82 메사 코어 블랙,https://kream.co.kr/products/236215,Adidas,1073,97000,ID6108,2023/10/16,217,149000,Mesa/Core Black/Off White,3,159000,2024/04/21,70000,2024/05/08,6887,18
조던 1 x 트래비스 스캇 레트로 로우 OG SP 세일 앤 리저록,https://kream.co.kr/products/67945,Jordan,192000,1750000,DM7866-162,2022/07/21,669,189000,Sail/University Red-Ridgerock,2,2700000,2022/07/19,792000,2023/06/19,2,3
나이키 x 슈프림 SB 다윈 로우 블랙,https://kream.co.kr/products/284653,Nike,189,186000,FQ3000-001,2024/05/02,18,159800,Black,1,450000,2024/05/04,182000,2024/05/17,1260,17
아식스 젤 카야노 14 버치 다크 퓨터,https://kream.co.kr/products/213441,Asics,2194,199000,1201A019-200,2024/02/15,95,169000,Birch/Dark Pewter,2,270000,2024/04/19,140000,2024/03/16,8998,102
나이키 덩크 로우 레트로 발레리안 블루,https://kream.co.kr/products/59968,Nike,15000,119000,DD1391-400,2022/06/20,700,139000,Valerian Blue/Valerian Blue,2,498000,2022/09/14,75000,2024/01/11,3,613
아식스 젤 소노마 15-50 프렌치 블루,https://kream.co.kr/products/57456,Asics,21000,155000,1201A438-402,2023/03/23,424,119000,French Blue/Metropolis,2,348000,2023/01/04,80000,2023/11/14,3,735
뉴발란스 530 아이보리,https://kream.co.kr/products/24008,New Balance,38000,87000,MR530SH,2020/03/06,1536,109000,Ivory,1,249000,2021/11/08,50000,2024/02/27,30000,254
아디다스 토바코 그루엔 컬리지에이트 버건디,https://kream.co.kr/products/76479,Adidas,4822,143000,GW8204,2022/10/04,594,139000,Collegiate Burgundy/Maroon/Footwear White,3,465000,2023/03/21,102000,2024/01/12,30000,240
살로몬 XA 프로 3D 알로이 실버,https://kream.co.kr/products/67233,Salomon,2016,255000,L41617500,-,,225000,Alloy/Silver/Lunar Rock,3,700000,2023/04/03,170000,2023/09/23,1,111
아식스 젤 1130 블랙 글레이셔 그레이 - 폴더 한정,https://kream.co.kr/products/161671,Asics,2662,108000,1201A910-001,2023/08/11,283,109000,Black/Glacier Grey,2,230000,2023/11/02,75000,2024/05/11,1,106
아디다스 토바코 팬톤 메사,https://kream.co.kr/products/96970,Adidas,3443,202000,GY7396,2023/02/25,450,139000,Phantone/Mesa/Gum 4,3,459000,2023/10/04,130000,2024/03/17,2,125
조던 1 레트로 하이 OG 시카고 2022,https://kream.co.kr/products/83900,Jordan,70000,421000,DZ5485-612,2022/12/01,536,209000,Varsity Red/Black/Sail/Muslin,4,1450000,2022/11/09,265000,2023/07/06,5,5
뉴발란스 530 클래식 블랙,https://kream.co.kr/products/89436,New Balance,5891,129000,MR530CC,2022/12/16,521,139000,Black,1,249000,2023/03/10,75000,2024/02/02,1,87
조던 1 로우 SE 워시드 데님,https://kream.co.kr/products/24994,Jordan,378,133000,CZ8455-100,2020/07/10,1410,148900,Washed Blue/White/Blue,3,599000,2022/01/08,127000,2024/05/17,3667,18
(W) 나이키 데이브레이크 서밋 화이트,https://kream.co.kr/products/23892,Nike,52000,78000,CK2351-101,2020/12/12,1255,119000,Summit White/White/Pale Ivory,3,300000,2020/09/26,40000,2022/11/22,3,339
아디다스 가젤 트리플 블랙,https://kream.co.kr/products/15889,Adidas,1397,120000,CQ2809,2018/07/18,2133,108300,Core Black/Core Black/Core Black,3,299000,2023/10/18,95000,2022/04/15,1,12
아디다스 스페지알 핸드볼 오프 화이트 다크 브라운,https://kream.co.kr/products/239602,Adidas,354,151000,IE3709,2024/01/29,112,135400,Off White/Dark Brown/Gum,3,230000,2024/03/28,100000,2024/05/02,4523,4
아디다스 삼바 비건 블랙 화이트,https://kream.co.kr/products/64283,Adidas,24000,151000,H01878,2021/06/16,1069,139000,Footwear White/Core Black/Gum,3,344000,2022/11/04,79000,2024/02/27,4,670
(W) 뉴발란스 993 메이드 인 USA 그레이 - B 스탠다드,https://kream.co.kr/products/23854,New Balance,28000,330000,WR993GL,2018/08/20,2100,270800,Grey/White,2,587000,2023/05/23,180000,2021/06/04,3,791
컨버스 척 70 로우 블랙,https://kream.co.kr/products/13243,Converse,19000,50000,162058C,2018/01/01,2331,95000,Black/Egret,2,109000,2021/04/24,40000,2024/01/13,2,525
뉴발란스 2002R 프리미엄 빈티지 그레이,https://kream.co.kr/products/102871,New Balance,8606,181000,M2002RNM,2023/02/27,448,189000,Grey,1,261000,2023/08/02,100000,2023/10/17,1,242
나이키 덩크 로우 프로 프리미엄 미디움 커리,https://kream.co.kr/products/28721,Nike,20000,112000,DD1390-100,2021/01/28,1208,149000,Sail/Medium Curry/Fossil,3,995000,2023/02/13,93000,2023/11/20,3,1
나이키 코르테즈 미드나잇 네이비,https://kream.co.kr/products/120941,Nike,216,97000,DM4044-400,2023/05/07,379,119000,Midnight Navy/Sail/Noise Aqua/Sail,4,250000,2023/06/07,70000,2023/11/08,2012,6
나이키 x 슈프림 에어포스 1 로우 플랙스,https://kream.co.kr/products/44653,Nike,26000,374000,DN1555-200,2021/11/05,927,203100,Flax/Flax-Gum Light Brown,2,1000000,2024/03/30,203000,2022/01/09,4,2
아식스 언리미티드 젤 카야노 14 오이스터 그레이 클레이 그레이,https://kream.co.kr/products/261753,Asics,600,254000,1203A549-022,2024/03/21,60,179000,Oyster Grey/Clay Grey,2,400000,2024/05/08,210000,2024/05/07,4383,40
(W) 아디다스 삼배 화이트 블랙,https://kream.co.kr/products/206329,Adidas,2221,136000,IG5744,-,,,White/Black/Gum,3,249000,2024/04/18,110000,2024/02/12,5381,14
아식스 윈잡 CP215 블랙,https://kream.co.kr/products/118274,Asics,520,145000,1273A079-001,-,,129000,Black/Black,2,399000,2023/09/07,100000,2024/03/20,6729,32
오니츠카 타이거 멕시코 66 버치,https://kream.co.kr/products/104659,Onitsuka Tiger,2525,147000,1183C102-200,-,,162500,Birch/Peacoat,2,255000,2023/06/02,110000,2023/07/31,1,65
(W) 아디다스 가젤 인도어 블루 퓨전 클라우드 화이트,https://kream.co.kr/products/90918,Adidas,9251,192000,HQ8717,2023/01/06,500,169000,Blue Fusion/Cloud White/Gold Metallic,3,369000,2023/03/19,105000,2023/02/05,3,365
아디다스 슈퍼스타 화이트 블랙,https://kream.co.kr/products/30987,Adidas,10000,82000,EG4958,2019/12/18,1615,109000,Footwear White/Core Black,2,170000,2024/04/06,50000,2021/10/18,2,410
오니츠카 타이거 멕시코 66 SD 버치 실버,https://kream.co.kr/products/100374,Onitsuka Tiger,3240,199000,1183A592-200,-,,200000,Birch/Silver,2,415000,2023/04/17,91000,2024/01/25,1,68
살로몬 XT-4 화이트 루나 록,https://kream.co.kr/products/99947,Salomon,2240,168000,L47133000,2023/02/07,468,297900,White/Ebony/Lunar Rock,3,350000,2023/02/17,110000,2023/12/11,5605,103
조던 11 레트로 로우 블랙 앤 바시티 로얄,https://kream.co.kr/products/285105,Jordan,114,243000,FV5104-004,2024/05/11,9,229000,Black/Varsity Royal/White,3,299000,2024/05/19,230000,2024/05/19,645,21
아식스 언리미티드 젤 카야노 14 스모크 그레이,https://kream.co.kr/products/261754,Asics,853,233000,1203A549-021,2024/03/22,59,179000,Smoke Grey/Smoke Grey,2,475000,2024/03/18,180000,2024/05/09,4107,35
아디다스 가젤 화이트 그레이,https://kream.co.kr/products/105631,Adidas,6966,126000,IG3508,2023/03/20,427,129000,White/Grey,2,298000,2023/05/15,50000,2024/03/14,2,90
나이키 x 매튜 M 윌리엄스 줌 006 TRD 런 에니그마 스톤,https://kream.co.kr/products/285138,Nike,20,400000,DR5385-002,2024/05/16,4,349000,Enigma Stone/Anthracite,2,527000,2024/05/16,399000,2024/05/17,256,0
아디다스 슈퍼스타 82 FI 코어 블랙,https://kream.co.kr/products/80819,Adidas,5214,82000,IE4195,2022/10/17,581,159000,Core Black/Footwear White/Off White,3,219000,2023/03/21,68000,2024/03/21,1,205
나이키 에어포스 1 '07 화이트 블랙,https://kream.co.kr/products/28180,Nike,18000,129000,CT2302-100,2020/12/23,1244,139000,White/Black,2,299000,2021/12/17,73000,2024/01/23,3,481
나이키 코르테즈 SE 한글날 바로크 브라운 세일,https://kream.co.kr/products/186146,Nike,3327,139000,FQ8144-237,-,,129000,Baroque Brown/Sail,2,400000,2024/05/15,85000,2024/01/08,3,77
아디다스 가젤 다크 그린 크림 화이트,https://kream.co.kr/products/96172,Adidas,13000,150000,GY7338,2023/01/19,487,129000,Dark Green/Off White/Cream White,3,230000,2023/07/06,50000,2024/02/14,4,266
뉴발란스 860v2 블랙 그레이,https://kream.co.kr/products/24427,New Balance,1969,140000,ML860XC,2023/06/02,353,159000,Black/Black/Grey,3,398000,2023/11/17,102000,2024/04/30,1,52
컨버스 척 70 하이 블랙,https://kream.co.kr/products/13242,Converse,29000,64000,162050C,2018/01/02,2330,99000,Black/Black-Egret,2,135000,2021/04/27,38000,2023/08/18,40000,1
아디다스 가젤 골드 메탈릭 초크 화이트 검,https://kream.co.kr/products/177305,Adidas,920,118000,ID6104,2023/09/15,248,129000,Gold Metallic/Chalk White/Gum,3,198000,2024/04/12,70000,2024/01/15,9144,16
뉴발란스 1906R 화이트 메탈릭 실버,https://kream.co.kr/products/76177,New Balance,1879,158000,M1906RI,2022/09/03,625,179000,White/Metallic Silver,2,269000,2023/08/21,90000,2023/01/12,4051,67
반스 어센틱 44 DX 애너하임 팩토리 에메랄드 그린,https://kream.co.kr/products/34447,Vans,3094,31000,VN0A38ENVKZ1,-,,85000,Og Emerald Green,1,120000,2022/08/29,30000,2024/05/19,6062,132
조던 1 레트로 로우 OG 쉐도우,https://kream.co.kr/products/281127,Jordan,55,156000,CZ0790-003,2024/05/10,10,169000,Black/Medium Grey/White,3,229000,2024/05/10,153000,2024/05/18,868,25
(W) 아식스 x 에미 젤 NYC 화이트 허들 옐로우,https://kream.co.kr/products/288740,Asics,50,220000,1202A498-100,2024/05/16,4,189000,White/Huddle Yellow,2,267000,2024/05/16,185000,2024/05/19,381,1
(W) 나이키 줌 보메로 5 퓨어 플래티넘 메탈릭 실버,https://kream.co.kr/products/95826,Nike,4065,156000,FD9919-001,-,,216700,Pure Platinum/Metallic Silver,2,369000,2024/03/13,115000,2024/04/17,7814,156
나이키 V2K 런 라이트 본 메탈릭 플래티넘,https://kream.co.kr/products/222527,Nike,285,112000,FZ3596-072,-,,124400,Light Bone/Metallic Platinum,2,200000,2024/01/23,80000,2024/02/23,1388,9
나이키 P-6000 플랫 퓨터 라이트 아이언 오어,https://kream.co.kr/products/144683,Nike,9625,257000,FN7509-029,2023/07/05,320,139000,Flat Pewter/Light Iron Ore/Metallic Silver/White,4,400000,2024/03/19,94000,2023/12/06,1,370
뉴발란스 1906R 화이트 골드,https://kream.co.kr/products/73059,New Balance,9338,162000,M1906RA,2022/08/12,647,179000,White/Gold,2,315000,2022/08/20,100000,2022/10/11,1,331
아식스 조그 100 S SMU 시트 락 퓨어 실버 - 2E 와이드,https://kream.co.kr/products/57273,Asics,3330,84000,1201A773-020,-,,69000,Sheet Rock/Pure Silver,2,249000,2023/06/11,37000,2022/07/24,1,164
(W) 나이키 샥스 R4 블랙 2024,https://kream.co.kr/products/250825,Nike,751,220000,AR3565-004,2024/03/14,67,179000,Black/Black/Max Orange,3,315000,2024/05/15,175000,2024/04/26,5052,47
아식스 젤 카야노 14 블랙 실 그레이,https://kream.co.kr/products/241613,Asics,452,130000,1201A019-005,2024/03/27,54,169000,Black/Seal Grey,2,281000,2024/03/27,130000,2024/05/19,2094,29
킨 재스퍼 스웨이드 스니커즈 토프,https://kream.co.kr/products/98754,Keen,4821,157000,1002672,-,,159000,Taupe,1,270000,2023/03/21,99000,2024/03/13,1,222
아디다스 x 웨일스 보너 포니 토널 삼바 크림 화이트 미스테리 브라운,https://kream.co.kr/products/194798,Adidas,2241,478000,IE0586,2023/11/08,194,259000,Cream White/Mystery Brown/Cream White,3,1099000,2024/04/01,210000,2023/11/22,2,110
아식스 젤 1130 버치 다크 토프 - 한국 한정,https://kream.co.kr/products/178566,Asics,3898,118000,1201A995-200,2023/09/20,243,109000,Birch/Dark Taupe,2,229000,2023/09/20,81000,2024/01/26,1,173
호카 호파라 블랙,https://kream.co.kr/products/117875,Hoka,1982,183000,1106534-BBLC,-,,,Black,1,325000,2023/06/18,110000,2023/11/11,5275,111
(W) 아식스 젤 카야노 14 화이트 문락,https://kream.co.kr/products/97541,Asics,2272,170000,1202A056-106,2023/01/31,475,159000,White/Moonrock,2,396000,2023/10/10,130000,2023/03/11,7272,92
살로몬 XT-6 고어텍스 블랙 에보니,https://kream.co.kr/products/82104,Salomon,12000,298000,L41663500,-,,280000,Black/Ebony/Lunar Rock,3,499000,2023/05/20,195000,2023/11/17,2,1
뉴발란스 1906R 실버 그린,https://kream.co.kr/products/81271,New Balance,5028,144000,M1906RQ,2022/09/30,598,169000,Silver/Green,2,389000,2023/04/09,110000,2023/01/14,1,136
아디다스 x 송 포 더 뮤트 컨트리 OG 코어 블랙 코어 화이트,https://kream.co.kr/products/236777,Adidas,962,310000,ID3546,2024/02/21,89,179000,Core Black/Core White/Wonder Beige,3,310000,2024/05/19,180000,2024/04/26,6502,54
호카 마파테 스피드 2 블랙 캐슬락,https://kream.co.kr/products/221832,Hoka,538,297000,1126851-BCSTL,-,,239000,Black/Castlerock,2,420000,2024/03/14,220000,2024/02/14,4545,22
아디다스 가젤 독일 오프 화이트 유틸리티 블랙,https://kream.co.kr/products/208574,Adidas,529,139000,ID3719,2023/11/13,189,135400,Off White/Utility Black/Gum,3,200000,2024/04/30,50000,2024/04/17,5254,10
나이키 ACG 마운틴 플라이 2 로우 블랙,https://kream.co.kr/products/144398,Nike,747,114000,DV7903-002,-,,179000,Black/Anthracite/Black,3,229000,2023/10/28,80000,2023/12/31,4099,26
나이키 덩크 로우 쿨 그레이 화이트,https://kream.co.kr/products/94380,Nike,2650,177000,FD0661-100,2022/12/21,517,188600,White/Cool Grey/Light Iron Ore/Black,4,282000,2024/01/24,80000,2023/11/26,1,74
아식스 젤 카야노 14 모나코 블루 블랙,https://kream.co.kr/products/41153,Asics,6006,164000,1201A019-401,2023/02/03,473,159000,Monaco Blue/Black,2,599000,2022/06/14,75000,2021/11/07,1,401
아식스 언리미티드 젤 카야노 14 화이트 펀,https://kream.co.kr/products/261733,Asics,1014,212000,1203A667-100,2024/03/18,64,179000,White/Fawn,2,329000,2024/03/15,191000,2024/05/02,5811,66
푸마 팔레르모 스페셜 핑크 딜라이트 그린,https://kream.co.kr/products/230322,Puma,1095,102000,397549-01,-,,119000,Pink Delight/Green/Gum,3,295000,2024/03/13,94000,2024/05/01,9440,35
나이키 P-6000 라이트 본 메탈릭 실버,https://kream.co.kr/products/267402,Nike,165,144000,HF4308-072,-,,,Light Bone/Metallic Silver/Bicoastal/White,4,199000,2024/05/01,105000,2024/05/15,905,7
